username,tweet,review,ironic
euEmersonSantos,"""@ToBemAqui @leticiasofer @diImabr Esse texto é uma piada. Ciro foi contra a eleição do FHC. E se for levar em conta os apoios nem o Lula é de esquerda. Já apareceu abraçado com o corrupto do Renan Calheiros. Então MENAS.""",-1,False
atjpmf,"""@BrasileirosFirs se tivesse lula tbm""",0,False
_Danipires09,"""Acho que a sabatina de amanhã do Bolsonaro será um divisor de águas, Se for bem, será eleito, com chances de ganhar no primeiro turno,  Se for mal abrirá espaço para outro. o Bonner é muito bom no que faz.""",0,False
daafnemartins,"""""Lula deve ser solto porque sua prisão é injusta"", diz Gilberto Gil """,1,False
JaecioMatos,"""@chicobarney Se não estou errado nos meus cálculos, segundo a pesquisa Data folha apenas 20% da população votaria no Lula. Lembrando que cerca de 42% ainda não sabem em quem votar. Portanto, teoricamente, temos mais de 70% da população que não votaria no Lula. Logo...""",0,True
minosadao,"""Com a desmoralização de Moro, juristas acreditam que Barroso pode “voltar à Constituição” e deferir candidatura de Lula """,0,True
Bah_pettermann,"""@patyish meu pai felizmente só falta tatuar lula no corpo, mas meu tio é apoiador ao extremo do candidato que não deve ser nomeado""",0,False
Imoveisluxossa,"""Bahia Notícias / Cultura / Notícia / Gilberto Gil: ‘Sou Lula Livre, mas não necessariamente para votar nele’ - 27/08/2018  via @bahianoticias""",1,False
marsnolith,"""eu nem sou eleitora do ciro gomes, só quero observar mesmo""",0,False
JAFreire_MD,"""Como é próprio da política agora que o Bolsonaro lidera e vai ganhar os ratos querem subir no seu navio.""",1,False
ViniciusM35,"""Amanhã Bolsonaro estará no Jornal Nacional, quero só ver a chibata comer solta kkkkkkkkkkkk""",-1,False
rlogadouro,"""@andreazzaeditor O Amoedo foi o primeiro a atacar Jair Bolsonaro !, É só pesquisar !!!, Mas isso não interessa, não é !?!?!?""",0,True
euweslopes,"""Jornal Nacional - Entrevista de Ciro Gomes, candidato a Presidente do Brasil - Completo - 27/08/2018:  via""",0,False
Ruangg28,"""William Bonner: 'O tempo tá acabando', Ciro Gomes: 'Oooh que pena',  c essa n foi a melhor parte eu não sei qual foi , #cironojornalnacional""",0,True
_levola,"""Sei que vai rolar muita água ainda, mas já pensou PT/Lula/Haddad levam essa joça com um pé nas costas, sem participar de um debate nem entrevista no JN, além de bem menos tempo de TV? A política brasileira para 2019 muda completamente num cenário assim.""",0,False
ricardorfmelo,"""#CiroGomes  EU ESTOU COMENDO A MULHER DO BONNER FÁTIMA BERNADES DIZ ASSESOR DE CIRO GOMES POR MOTIVO   SER MALTRATADO COM CANDIDATO JN  21.55 HS  27 AGOSTO 2018 """,-1,False
evenunes_,"""@Joao_Almirante O meu saiu Ciro com 60 e poucos % seguido de Boulos e Lula 😅""",0,False
mcarolinaaz,"""@mateus_pecanha bolsonaro amanha, alckmin quarta e marina quinta""",0,False
GilmarFavretto,"""#cironojornalnacional Imaginem o Lula ou o Hadad na bancada do JN destruíndo de uma vez só o Boner, a globo, a Lava jato,  o STF, o Temer e sua quadrilha. Por isso a Globo se recusa a entrevistar os candidatos do PT.""",0,False
VagnerBrito4,"""Bom dia Presidente Lula direto da Vigília Lula Livre em Curitiba | 143 d...  via @YouTube""",1,False
eli_lessa,"""Bolsonaro construiu sua carreira política no legislativo, não tem experiência nenhuma com o executivo. Vem de um partido pequeno e terá pouquíssima governabilidade.""",-1,False
iagomaia_,"""@lulabonfim @d_assiis Hahahahahahahaha Lula estava alegre demais. Incorporou o espírito carnavalesco.""",0,True
advlucasmartins,"""@jandira_feghali Com bolsonaro!""",1,False
misscaviar,"""@UOLNoticias Bolsonaro lidera no SUL.""",1,False
_frevomulher,"""@misseravi @cirogomes ciro gomes pra presidente urgente pois n aguento mais as cobrança em minha porta""",1,False
marioscand,"""Fiocruz agradece Lula pelo apoio decisivo que recebeu nos seus governos e solidariza com ele """,1,False
nascentemarcelo,"""a entrevista é sobre os projetos do #cirogomes ou sobre o pt?, é muito amor que a globo sente pelo lula vtnc, #CiroNoJornalNacional""",-1,False
lppalazzi,"""@nitimerhej nada, ela é muito ciro gomes.""",0,False
poxa_cardoso,"""Lula ladrão""",-1,False
ricardocruz_o,"""Jair Bolsonaro propõe demissão em massa de professores do Brasil #boato  via @boatosorg""",-1,False
anclarad,"""@bchartsnet Pra melhorar só falta Bolsonaro não virar presidente do Brasil""",-1,False
Penetradanoite,"""Claro que preciso estudar um pouco mais sobre a vida do Ciro Gomes, Gostei das suas propostas de governo... senti que o Brasil tem jeito sim !!  #CiroNoJornalNacional""",1,False
gustavosvaz,"""@thieres59 Se a moda pega, fazem uma esponja daqueles lava-jato enormes de posto com a barba do Lula""",0,False
Patricia1SA,"""@UOL @maisvalia É o que Lula é! Um bandido, criminoso!""",-1,False
laari_loopees,""" #DebatecomLula #lulapresidente #OBrasilFelizdeNovo #ManuelaDavila #Gleisi #Haddad #LULA""",1,False
naggyinho,"""24% DE LULA, SÓ PORQUE EU DISSE QUE TINHA QUE INVESTIR MAIS EM EDUCAÇÃO PÚBLICA, ISSO NÃO É SER PETISTA É SER CORRETO""",1,False
S4C3R1_,"""@DemocrataSim @GeovaneFernando Kkkkkk,BOLSONARO ganhando até em página petista,chefe é chefe,né pai?""",1,False
tinaflorencio,"""@simetryperfect Entrevistou o Ciro Gomes no jorbal nacional.""",1,False
vihighi,"""@claudio_kezen @marilizpj @MarinaSilva Infelizmente a Marina Silva (e PSB) não tiveram estruturas para combater aquela campanha mentirosa regada a petrolão.., , mas estamos em 2018. Marina tem a oportunidade de tirar o Bozo do segundo turno 😉""",1,False
regininhaferraz,"""@xicosa Achei os entrevistadores bem mal educados e ardilosos. E o Ciro n se deixou intimidar. Falou do golpe, de Lula e da rivalidade: coxinhas e mortadelas estimulada pela mídia. Voltei a pensar no Ciro como opção.""",0,False
mila5220,"""Denuncian invisibilización a campaña electoral de Lula  @NicolasMaduro """,0,False
MARCELO1SANTANA,"""VOTE em JAIR BOLSONARO nº 17 para PRESIDENTE do BRASIL """,1,False
jctm1,"""CIRO GOMES É MASSACRADO NA GLOBO E BATE BOCA COM WILLIAN BONNER  via @YouTube, , o bonner deu na cara do ciro sem dó., poucas vezes vi o coronel ficar sem palavras e na defensiva desse jeito.""",-1,False
EveraldoDalg,"""@jandira_feghali Jair Messias Bolsonaro , #MensalinhoDoTwitter""",1,False
anaggui,"""@mahnetti Imagina amanhã com bolsonaro """,0,False
rev_gremista,"""Depois do festival de imbecilidades do Ciro Gomes no JN, afirmo categoricamente:, @jairbolsonaro vencerá no primeiro turno.""",0,False
blackparanoiac,"""@ludymillx mas vota no branco menos pior, oq não adianta é votar em branco e o voto ir pro Bolsonaro né migs""",-1,False
ElianeA02428857,"""@rodrigocezarc @jairbolsonaro O meu também: Bolsonaro 17""",0,False
YmaraF,"""Impressionante e irritante é o ramerrão :- lula roubou tem que ir preso..foi condenado em sei la que porras de instâncias.., Cara...vai toma no cu? Bem forte que eu sei que é disto que vc gosta.""",1,False
gabrielc80,"""@andreazzaeditor E o próprio Amoedo criticando o Bolsonaro? Como que fica?""",-1,False
SinceraClara,"""@SimoneJully Contra Bolsonaro""",0,True
gvgvfarao,"""E o Lula que vai faltar nessa entrevista do JN...""",0,False
MARCELO1SANTANA,"""VOTE em JAIR BOLSONARO nº 17 para PRESIDENTE do BRASIL """,1,False
kelesjp,"""Queremos direitos iguais Bolsonaro sendo julgado por racismo?  @jairbolsonaro @BolsonaroSP @FlavioBolsonaro  RACISMO AGORA POUCO NOVELA.""",-1,False
geovannycaio5,"""@Aryyesss ""Eu não votaria no Bolsonaro por isso e aquilo"", Pessoas ao meu redor:, -Olha lá, petista, prefere analfabeto do que militar, esquerdista""",0,False
Estadao,"""Bolsonaro e Alckmin disputam votos no Sul  -via @EstadaoPolitica""",0,False
chicosabetudo,"""Zilu Camargo diz que Brasil precisa de choque para mudar: ‘Vou de Bolsonaro na cabeça’ #chicosabetudo """,1,False
MonarquiaL,"""GENERAL MOURÃO PARTE PRA CIMA DA DEFESA DE LULA E MANDA RECADO PERIGOSO PARA ONU:  via @YouTube""",-1,False
MajuTerra1,"""Na sua opinião, qual é o evento mais relevante da história até hoje? — Lula ser preso kkkk """,-1,False
allen_n,"""que história foi essa de ciro gomes entrevistando william bonner?""",0,False
nascentemarcelo,"""a entrevista é sobre os projetos do #cirogomes ou sobre o pt?, é muito amor que a globo e o william bonner sentem pelo lula vtnc, #CiroNoJornalNacional""",1,False
MatheusKer0121,"""""Quem voce acha que vai ganhar as eleições esse ano?"", ""Eu sei que não vai ser o Bolsonaro.Porque ele só fala bosta...ele é fascista,socialista,racista,homofóbico quer deixar o povo brasileiro armado,isso vai gerar uma guerra civil,porque brasileiro não tem cultura pra usar arma.""""",-1,False
GersonRodri5,"""#CiroGomesNoJornalNacional Ouvir Ciro Gomes dizer na bancada do JN que o impeachment foi golpe, que Lula não é o demônio que a imprensa diz e, que foi o melhor Presidente do país não tem preço.""",0,False
Flaw5s,"""@dougraz Bolsonaro""",-1,False
Edlander_TJ,"""Só não votei no Lula, pois nunca compactuei com as suas ideologias, nem de seu partido! """,0,False
JohnsonLRB,"""Pesquisa XP/Ipespe: Bolsonaro continua na liderança e até 4 nomes disputam o 2º lugar """,1,False
RadioProletrio,"""JUSTIÇA CRIMINOSA , , Delegado revela que recebeu ‘ordem verbal’ e ilegal para manter Lula preso  via @luizmuller""",0,False
eprpeme,"""@frenadeso Lula libre!!! Y que le reparta al pueblo todo lo que se robo....""",0,True
WevertonCEC,"""Tô tentando comprar a nova camisa do Cruzeiro, mas não tá aparecendo a opção de pagamento “Ciro Gomes”, assim fica difícil..""",0,False
irlan50532614,"""@Lucasrr19615166 @roxmo @Cagada_Livre E lamentável amigo, além de ser superfaturada, foi feito de qualquer jeito, são esses os legados do Lula e do @ptbrasil, nos roubaram sem limites e ainda só fizeram porcaria""",-1,False
OMARBATISTA,""" """,0,False
RTPrazeres,"""O POVO(EDER MAURO) MANDOU COLOCAR MAIS DE 70 OUTDOORS DE BOLSONARO NO PARÁ. SEI!!!! ESSE POVO QUE APOIA O MIJÃO. KKKKKK""",0,False
RosanaCerize,"""@cviegas @augustodefranco Quem quer ser ditador não arma a população. É claro que Bolsonaro respeita a democracia.""",0,False
botts1974,"""Caso dê a lógica, e BOLSONARO perca as eleições, a tal onda CONSERVADORA tenderá a rachar numa interminável lavagem de roupa suja, que a estigmatizará. abrirá então espaço para a próxima onda: a ultra-LIBERAL. e nenhum partido está em condições de surfá-la, hoje.""",0,False
RenatoLebrao,"""@DeputadoFederal @LulaOficial No caso do Lula o verbo correto é cassar e não caçar!""",0,False
Joao_Regasso,"""@RenovaMidia Hahaha., Se o The Economist ataca o Presidente Donald Trump e o Jair Bolsonaro, é mais um motivo para eu votar em @jairbolsonaro .""",1,False
brandao_couto,"""@OdaviasMachado Toda vez que ouço falar em Salvador da Pátria, só me lembro da experiência ruim de Collor e Lula...""",-1,False
brandao_couto,"""@JoelAlexandreM Toda vez que ouço falar em Salvador da Pátria, só me lembro da experiência ruim de Collor e Lula...""",-1,False
David14554073,"""@TrendsTVOficial @EvandroSics @LulaOficial @jairbolsonaro @cirogomes @geraldoalckmin Não participo de pesquisa desse nível. Lula não é candidato. Pesquisa com lula é pesquisa sem valor que não merece respeito e nem credibilidade.""",-1,False
adrianoquites,"""@neirobson @yuripatrickpf @JesseMetidieri 😂😂😂, Alto nível?, Primeiro ñ era uma discussão, vcs estavam apenas dando tapinhas nos ombros uns dos outros! Segundo ñ era de alto nível pq vcs ñ fazem ideia do que falam, o que atacamos ñ é as críticas ao Bolsonaro, ou imparcialidade, mas a hipocrisia e desonestidade!""",1,True
ofof2k1,"""Bolsonaro se defende de Época, Isto É e O Globo. """,1,False
badgalmare,"""@CLUBEFOLLOWBACK @Jujubs_Gabs "" clube bolsonaro"" KJKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK""",-1,False
VemMed2017,"""@RomneySilva1 @ValSilvestre11 @mdocarmog @alcebiadesbrito @maepatriota @JanainaDoBrasil Existe já um livro qdo Lula, inclusive em PDF grátis no Google Play, ai vc vai em Livros""",0,False
deivis_sil,"""@Andrecosta1911 @BlogDoPim @lobaoeletrico O Bobãoelétrico não disse apenas que não vota em Bolsonaro, acusou e generalizou todos os eleitores do Bolsonaro de modo pejorativo. É bem diferente. Mas tá certo, ele estava para ir no Fausto, tinha que fazer uma média.""",0,False
jabaRevoltz,"""@Rosil04822756 @lobaoeletrico @yellowrafaella @doohnice @LindomarMaia @LeowitterPC @RedeGlobo Resumindo a mídia esquerdista acaba de comprar Lobão, mais um influenciável das REDES SOCIAIS que começou meter a ripa no Bolsonaro só agora que ele se oficializou candidato kkkkkkk""",0,False
kethlemes,"""Só não vale ser machista, racista, xenofóbico discriminar qualquer minoria e/ou compactuar com qualquer ideia do Bolsonaro""",-1,False
laylacamilly,"""Lula ou Dilma? — Dilma..😂 """,0,False
dudasmarques_tt,"""Jovens e adultos preocupados com o bolsonaro nas eleições em setembro""",-1,False
PaixaoMatsuda,"""@vanessabg81 Vanessa, se eu fosse o Bolsonaro, pagaria pra ver. Desconfie, quando todos em sua volta sempre concordam com vc...""",0,False
AMello26,"""@ElvisRo04398534 @LourenzoAL @LulaOficial @RedeGlobo Levando em conta que sou humilde é sou Bolsonaro 😂😂😂👉""",1,False
aleessandrapr,"""GENTE SÉRIO, PQ OS BOLSOMINIONS ACHAM QUE SÓ EXISTE ESQUERDA OU DIREITA? TIPO, EU NÃO APOIO O BOLSONARO, LOGO SOU LULETE KKKKKKKKKKKKKKKKKKKK ACORDEM""",-1,False
mfreitas341,"""@joice_jsk @leandroruschel Preparem-se porque com o Bolsonaro vai ser a mesmíssima coisa. Essa gente é INSUPORTÁVEL""",-1,False
martirizou,"""Engraçado q a maioria q é contra o Bolsonaro é universitário noiado, noiado e lgbt noiado.""",1,False
henrel,"""Cid e Ciro Gomes são acusados de desviar R$ 300 milhões, diz revista """,-1,False
DutraAriela,""" #FatoOuFake #LULA #OBrasilFelizdeNovo""",0,False
lainesouzar,""" #EuVou #OBrasilFelizdeNovo #lulalivre #LULA #Haddad #Manuela #Brasília""",0,False
Armeteo,"""@Galdak Correcto. Toda la pinta de ser una única célula aislada.""",0,False
esmaelmorais,"""Lindbergh, Bolsonaro e Chico Alencar embolados na disputa pelo Senado no Rio  """,1,False
claudiovereza,"""Gostei de um vídeo @YouTube  música Lula Livre!""",1,False
G48ri3l12,"""Se a Advogada Janaína Paschoal se candidata-se a presidência da república teria meu voto, acho ela preparada e me representa bem, Uma aliança entre ela e Bolsonaro seria perfeito prós dois, mas criticar a Janaína por pensar diferente as vezes, pode ser perigoso.""",1,False
fabiocampana,"""Lula, o garoto propaganda de Meirelles  """,1,False
AssisCoite,"""“TRE deveria dar título ao prefeito Assis pela honestidade e trabalho sério”, afirma deputada Neusa, , Obrigada deputada Neusa Lula... """,0,True
Flavi0Cardoso,"""Bolsonaro e Janaína Pascoal = Lord Voldemort e Dolores Umbridge.""",-1,False
Vivianemontheir,"""#debatenopanico ""Por que o Lula tem 33%? Porque todo mundo fala dele!"", Do Pânico, CARIOCA - Um pensador moderno..., ""Bolsonaro em com 27% pq não é CORRUPTO"" Kim do MBL um Filososo moderno. #17Amo""",-1,False
Marcelo47168064,"""@correio Ele será o vice do Ciro Gomes...e juntos vamos ganhar essa eleição.""",0,False
Brifernands16,"""Como eu pude já ter apoiado o Bolsonaro, mdsssss! Devia estar com demência...""",-1,False
DCM_online,"""Aos gritos de “Lula livre”, manifestantes jogam tinta vermelha em uma das entradas do STF, diz JOTA """,1,False
S_Mcleod_69,"""Gostei de um vídeo @YouTube  vai soltar Lula e quem vai ficar com Bolsonaro?! Aniversário do One""",0,False
anaaleencaar,"""Falou mal de bolsonaro chega logo as caçamba de mrda p defender ne?? Cambada de lixo #DebateNoPanico""",-1,False
Ssampaio3,"""@ptbrasil @LulaOficial Partido maldito., """,-1,False
biobio,""".@ominamipascual explicó que a la expresidenta le complicaría el horario de visita, debido que sólo podría ser los jueves en la tarde, , """,0,False
savyocarvalho,"""@jeffs_araujo35 @salomaocohen @CamilaPed2 Eu tb achei bemmmmmm imbecil essa comparação.Como tb achei bemmmmmm imbecil chamar “olavete” de seita pela janaina em Abril/16.Como tb acho idiota essa briga entre quem vota e Bolsonaro e quer janaina de vice e quem não quer. Eu acho q eles, jair e janaina,tem de conversar a sós!""",0,False
matragafp,"""@cecconcfr @MLunardi @Florisrs A eleição mais importante de outubro não é a presidencial. Lula na cadeia é um super cabo eleitoral. Os resultados das pesquisas mostram que é imprudência mexer no time. Tem que ter sangue frio.""",-1,False
beelzebulbasaur,"""@vitu_tv Lula livre.""",1,False
DeputadoFederal,"""Lula e a criação de empregos!, , Com Lula, o Brasil será o país das oportunidades de novo. #OBrasilFelizDeNovo """,1,False
joaoMcdo,"""@LulaOficial Tá usando drogas ô lula, tá doidão? Deve ser a proximidade do vaso sanitário com a cama""",-1,False
AMello26,"""@LourenzoAL @Tarik_mohad Levando em conta que Lula tá preso,sou humilde sou nordestina  e voto em Bolsonaro eu e minha família, e todos q conheço no meu estado...o choro é livre""",-1,False
redtsantiago,""" #LULA #OBrasilFelizdeNovo #Haddad #Modernidade""",0,False
JooBarb87297032,"""@LulaOficial Lula presidente""",1,False
jornalino,"""LUZ NO FIM DO TÚNEL, O BRASIL TERÁ GOVERNO HONESTO JA...JA: , JA(IR) BOLSONARO E, JA(NAÍNA) PASCHOAL""",0,False
Flavi0Cardoso,"""Bolsonaro e Janaína Paschoal = Lord Voldemort e Dolores Umbridge.""",-1,False
Flaviosouza2018,"""@rosa_vicentee @alexholzel @DaniloGentili A mulher não deve nem sabe de qual partido o Dória é. Impressionante nos dias de hoje com tanta informação ter militante defendendo o Lula.""",-1,False
Eduarda80318192,"""@JanainaDoBrasil .... não pelo que disse, mas pq o momento foi errado, a Dra ainda não é candidata, a festa não era sua, e o evento não era uma sala de aula, assim como os eleitores de Jair Bolsonaro não são seus alunos....""",0,False
toni_nhoadv,"""@FernandoHoliday @MBLivre @mamaefalei @kimpkat @catracalivre Resumindo o Arthur deu uma pescoçada na mão do Ciro Gomes kkkkk""",-1,False
karinacrwalter,"""lula 1 """,1,False
Mr_KitsuneYouko,"""@LulaOficial Em nome, você tem a semelhança de Luís XIV, da França! Falta dar seu pescoço para a guilhotina, lularápio! #LulaNaCadeia 😂😂😂😂😂😂, (Lula é rei! Rei dos otários! Rei dos jumentos! Ancestral de Luís XIV!)""",-1,False
MrWesleyMS,"""Já pensou se o bolsonaro fala todas essas coisas pra conseguir voto mas na verdade é uma pessoa completamente diferente?""",0,False
carlosgenio,"""Podemos mobilizar o Brasil  Cantando  os temas de campanha de Lula. e ter, o povo participando na mobilização pró Lula livre!""",1,False
marialgarrigos,"""Tribunal de La Haya Reconoce a Lula da Silva Como Preso político Y solicita su inmediata liberación """,0,False
amarildostudio,"""POR QUÊ NÃO DENUNCIOU? Ciro diz que por 16 anos ajudou Lula e Dilma e que sabia de ""coisas erradas"". """,-1,False
jctm1,"""@tortoise1984 @freire_roberto mas não se ganha eleição apenas sendo o mais preparado., dilma e lula estão ai pra corroborar com as minhas palavras., "" a mulher de césar...""""",0,True
zecolmeiazuero,"""@pauloap Excluíram o grupo ""GACB-Grupo de Apoio a candidatura de Bolsonaro"" do  Facebook. Eu fazia parte desse grupo desde 2014. Era um dos maiores  grupos fechados do facebook, com mais de 300K membros. """,-1,False
Radamanto,"""""Não entendo como tem pobre, preto, mulher e homossexual que vota em Bolsonaro."", , Eu entendo. Em 1888 teve negro que foi contra a abolição da escravidão pois tinha medo de perder o trabalho de capitão do mato.""",-1,False
LeoDiniz12,"""@puurehemp Tu não gosta do Bolsonaro pq tu é viado PH e sabe que pra viado não tem vez , vai morreeer em kkkkkkk""",-1,False
EmReacao,"""@JanainaDoBrasil Se essa chapa vencer, o Brasil terá a maior máquina de guerra do mundo moderno. É sÓ trocar a bandeira da Janaína pela metralhadora do Bolsonaro. 2 giradas e tá todo mundo morto.""",-1,False
LeoEu_,"""Bolsonaro vai ganhar as eleições namoralzao mrm? Ja vou procurar uma caravana para ir morar no Chile""",0,False
Ellen6967,"""O ""lado bom"" se o Bolsonaro for presidente do Brasil é q eu vou poder ter uma arma pra fzr o bem, Já imaginou q Maravilha #BolsonaroPresidente""",1,False
VuduReverso,"""@cmerigo Eu acho um absurdo essa associação de Bolsonaro com Satanás. Sério mesmo. Um desrespeito. Uma coisa que não se faz com ninguém! Principalmente com Lúcifer, que já vive no inferno, coitado... Espero que Papai do Chão processe vocês!""",-1,False
bodysehun,"""eu já fui em uma manifestação do lula livre kkkkkm""",0,False
Lucas_telesss28,"""@MXT_O_MXT @LeoKitsune melhor que votar no ciro gomes""",-1,False
PedroMo03498728,"""Neto apoiando Bolsonaro? Hmmmm""",0,False
jpcisternas,"""@AlbertoMayol probablemente Mandela estuvo preso 12 años por delitos de corrupción pasiva y lavados de activos., Increíble!!!, , """,0,True
Guimuller89,"""Quem assistiu o roda viva ontem? Temos um novo presidente, quiçá ainda no primeiro turno, Geraldo Alckmin. Com o supremo, com o centrão, com a mídia, com tudo.""",1,False
MoreliaMX,"""Sedena y SSP detienen a ligados con célula criminal en Apatzingán. """,0,True
andrenetho,"""Exclusivo: ‘Não entendo mesmo de economia’, afirma Jair Bolsonaro """,-1,False
rubbostronda,"""Bolsonaro neles!!!! """,1,False
JeannieDjinn,"""Qd vejo o tipo de gente q perde seu tempo indo desqualificar o presidente Lula por conta de sua caligrafia, eu sinto mais orgulho ainda dele e do lado da história que estou. Meus pais tbm ñ tiveram estudo e fizeram o melhor pela nossa família. Assim como Lula fez pelo povo!""",1,False
MILTONPROENCA1,"""A quem interessa uma união que não seja em torno de Lula/PT? """,1,False
AsaZihlangu,"""Akukho lula guys, but i'll fucking make it anyway.""",0,False
Robsaumm,"""@emirsader """,-1,True
phbem2018,"""@apyus Fico impressionado com a INSENSATEZ de certos formadores de opinião, supostamente democratas, capazes de endossar a candidatura de Bolsonaro. Quem admite a hipótese de suicídio no caso Herzog, não merece ser nem VEREADOR! """,-1,False
soniacofra,"""@LourenzoAL @DonaReginaa Tem que tirar Lula da enquete por que #lulapreso""",-1,False
EmolTV,"""[VIDEO] ENTREVISTA Soledad Alvear y carta de apoyo a Lula: ""Es un error, creo que no es conveniente"" @emol #YaEstáEnEmol  """,0,False
coyotenando,"""@SchuldinerKarl @jairbolsonaro @geraldoalckmin Você não acha que o caso ""vice"" do Bolsonaro está em alta devido a desistência dos nomes que ele anuncia???""",0,False
bola_jundiai,"""Hoje tem célula nos lares de Jundiaí e região. Confira nossos endereços e não deixe de estar em comunhão! #celulasjundiaieregiao #vempracelula #bdnjundiai #vemprobolajundiai""",0,True
avidabe19794847,"""cara eu NUNCA vi alguém ganhar uma discussao comigo sério eu sou mt advogado lula me contrata""",0,False
itshawstay,"""o namorado da minha irmã falando que vai votar no bolsonaro, ranço """,-1,False
macriarom,"""Vocês acreditam que o Lula será solto!? #DebateNoPanico""",0,False
Crthamyres,"""Uma hora dessa minha vó mostrando o bolsonaro chorando kkkkkk""",-1,False
SyriusLottiJr,"""??????,  """,0,True
Ssampaio3,"""@ptbrasil @LulaOficial Partido maldito., """,-1,False
jgutog,"""@analisdocsPF @lobaoeletrico Tinha um depautado federal aqui na minha cidade, era presidente do nacional do PMDB, jantava com o Lula, e aprovava até lei de uma escada para a Lua, fico pensando, talvez não ter projeto de lei aprovado, possa significar algo de bom... PS: Esse dep. foi condenado no mensalao...""",-1,False
violebrisa,"""Extrañando a mi amiga Lula""",0,True
atakams,"""V- vi uma vez na célula e de cara não gostei muito. Super forçado, acha q é melhor do q os outros, fica querendo dar uma de sabidão.... Se você mudar um pouco esse jeitinho, até que consegue ser legal.""",0,True
djalmadias130,"""Essa mulher Joyce Hasselmann se tornou ré da justiça do Paraná por ofender as mulheres, chamando de cadelas, essa mulher que foi demitida da Veja, Jovem Pan, apoiou Dória e agora tem Bolsonaro como mito, tudo isto para conseguir uma vaga na Câmara federal, ela é uma hipócrita. """,1,False
fatimam_parente,"""@augustosnunes CIRO GOMES é o único candidato preparado, competente e com plano de Governo para ser nosso PRESIDENTE.🇧🇷🇧🇷🇧🇷👏👏👏""",1,False
GledsonVieir,"""@BlogDoPim Acabaram de assopra no meu ouvido que Janaína Paschoal recusará ser vice na chapa do Bolsonaro, deve ser indicado para ocupa o ministro da justiça. , , Fonte: confiável porém sigilosa. """,0,False
Sempre_Fogo,"""@LourenzoAL Qual o motivo de um corrupto condenado pela justiça constar na pesquisa? Conheces a lei de ficha limpa? A lei do Brasil não vale para aquele lixo do Lula?""",-1,False
luansouleather,"""Gostei de um vídeo @YouTube  GENTILI DISCUTE MACHISMO, BOLSONARO E REVELA: ""SEMPRE ANULEI MEUS VOTOS""""",-1,False
rudy_cant_fail,"""@jtgazmuri Mejor di que estás de acuerdo con él en esta pasada, porque calificarlo como decente solo porque critica apoyo a Lula es ser más gusano que todos los DC juntos""",0,True
C_TorresFrias,"""@maxcolodro Ud está seguro que Lula es culpable? Porque si el pdte Temer que tiene grabaciones ordenando coimear a un empresario y no está siendo procesado dudaría mucho de ese poder judicial""",0,True
danizindanizin,"""Meu tio é fanboy do Lula""",0,False
JorgeVictorSoa2,"""O que Bolsonaro precisa discutir com a Janaína é para ela não expôr bastidores, não soltar declaração besta, enfim se ela aceitar prefiro ela como vice, caso ela continue falando essas besteiras aí prefiro o príncipe! #PrincipeVice""",0,False
Wtf_Bracth0,"""@gilbertoscholze @SonsaAbrao Quando eu leio gay- bolsonaro 2018 eu fico pensando o que passa nessa cabeça, devegostar de sofrer de apanhar e ser rechaçado. Não entendo.""",-1,False
Vasconceloa,"""@alefrotabrasil parabéns pelo filho......estou aqui na luta a favor do Bolsonaro.""",0,False
DeniseR78327965,"""⚡️ “Ato pela libertação de Lula reúne artistas no Rio de Janeiro” O povo quer mudança! a hora da mudança...democracia e justiça de verdade , é Lula livre!, , """,1,False
Prodadonainet,"""@petrogustavo Tener pensamientos chavistas, apoyar a Lula, apoyar la constituyente de maduro, alabar a Fidel y Ortega de Nicaragua dice de tu proyecto antihumano político que llevas en la cabeza y ese corazón resentido""",0,True
MauricioTetra,"""A venda de arma legalizada no cresceu muito, Uai!? mas o Bolsonaro não disse que o cidadão de bem ta impedido de comprar arma pr se defender?""",1,False
cal_eng,"""@jairbolsonaro Vamos fazer vídeos O Brasil que queremos com Bolsonaro presidente. Vamos gravar em locais e situações que queremos melhorar, acabar ou mudar, vamos espalhar em todo Brasil.""",1,False
JenioQuadros,"""16h - José Márcio Camargo, representando o MDB, 17h - Daniel Cara, representando o PSOL , 18h - Ciro Gomes, candidato pelo PDT , , Veja o que seu candidato e o partido dele pensam sobre ciência no Brasil , #ConhecerEleições2018""",0,False
Vovoviuoovo,"""""",0,True
TChomlamai,"""แค่เพียงได้รู้ - ลุลา (Lula) [Official Music Video]  ผ่าน @YouTube""",0,True
Geraldo58625589,"""@Osolubac @cissa_leite @edmilsonpapo10 As Discussões Política no Brasil, é d Faz d Conta,todos tem o Rabo Preso,fingem q se Agridem e q são Inimigos,no estouro d Mensalão Ptista,o FHC e o PSDB,inteferiram para livrar o Lula,a ORCRIM Política agem nos Bastidores,Usam a militância incauta para defender seus interesses.""",-1,False
Smith_Hays,"""@GiganteAdamast2 @VEJA Inclusive por isso lutam tanto contra o Bolsonaro. Sem o dinheiro do governo, as mídias terão que se reinventar ou vão sumir.""",1,False
